Id;Unit;DrugDescription;Factory;Composition;NarcoticCategory;Category;Issued;ValidUntil
55703;1;Algifor 300 retard, capsules;Vifor SA;Synthetika human;B;B;12.04.06;12.04.06;11.04.21
55712;1;Insulin NovoNordisk NovoRapid FlexPen, Injektionslösung;Novo Nordisk Pharma AG;Biotechnologika;B;B;08.12.00;08.12.00;13.09.16
55717;1;DaTSCAN TM 123 I-Ioflupane (INN), Injektionslösung;GE Healthcare AG;Radiopharmazeutika;A;A;25.06.01;25.06.01;06.12.16
55721;1;Amiodar mite, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;19.05.04;19.05.04;18.05.19
55721;2;Amiodar, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;19.05.04;19.05.04;18.05.19
55725;1;Aranesp 10 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;2;Aranesp 15 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;3;Aranesp 20 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;4;Aranesp 30 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;5;Aranesp 40 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;6;Aranesp 50 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;7;Aranesp 60 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;8;Aranesp 80 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;9;Aranesp 100 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;10;Aranesp 150 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;11;Aranesp 300 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;13.09.02;05.09.17
55725;12;Aranesp 500 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;17.04.03;05.09.17
55725;13;Aranesp 130 Mikrogramm, Injektionslösung in Fertigspritze;Amgen Switzerland AG;Biotechnologika;A;A;13.09.02;19.11.07;05.09.17
55727;3;Bupivacain Sintetica 0.125 %, soluzione per perfusione;Sintetica SA;Synthetika human;B;B;26.07.01;26.07.01;28.06.17
55727;4;Bupivacain Sintetica 0.25 %, soluzione per iniezione / perfusione;Sintetica SA;Synthetika human;B;B;26.07.01;26.07.01;28.06.17
55727;5;Bupivacain Sintetica 0.5 %, soluzione per iniezione;Sintetica SA;Synthetika human;B;B;26.07.01;26.07.01;28.06.17
55727;6;Bupivacain Sintetica 0.0625 %, soluzione per perfusione;Sintetica SA;Synthetika human;B;B;26.07.01;17.07.09;28.06.17
55727;7;Bupivacain Sintetica 0.1 %, soluzione per perfusione;Sintetica SA;Synthetika human;B;B;26.07.01;17.07.09;28.06.17
55729;1;Cefazolin Sandoz 1 g i.m./ i.v., Pulver zur Herstellung einer Injektions-/Infusionslösung;Sandoz Pharmaceuticals AG;Synthetika human;A;A;04.11.02;04.11.02;09.08.17
55729;2;Cefazolin Sandoz 2 g i.v., Pulver zur Herstellung einer Infusionslösung;Sandoz Pharmaceuticals AG;Synthetika human;A;A;04.11.02;04.11.02;09.08.17
55730;1;Co-Amoxi-Mepha 1000, Lactab;Mepha Pharma AG;Synthetika human;A;A;10.09.01;10.09.01;06.06.17
55731;1;Glucovance mite, Filmtabletten;Merck (Schweiz) AG;Synthetika human;B;B;27.09.01;27.09.01;11.12.16
55731;2;Glucovance, Filmtabletten;Merck (Schweiz) AG;Synthetika human;B;B;27.09.01;27.09.01;11.12.16
55733;1;Arteoptic LA 2 %, Augentropfen;Bausch & Lomb Swiss AG;Synthetika human;B;B;26.09.01;26.09.01;23.10.16
55733;2;Arteoptic LA 1 %, Augentropfen;Bausch & Lomb Swiss AG;Synthetika human;B;B;26.09.01;26.03.02;23.10.16
55737;1;Nasobol Inhalo, comprimés effervescents;Sanofi SA;Synthetika human;D;D;03.06.03;03.06.03;02.06.18
55738;1;Aggrastat, Infusionslösung;Correvio International Sàrl;Synthetika human;A;A;19.03.01;19.03.01;18.09.18
55742;1;Tractocile, Injektionslösung;Ferring AG;Biotechnologika;B;B;25.04.02;25.04.02;17.04.17
55743;1;Diovan 80 mg, Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;23.03.01;23.03.01;04.08.18
55743;2;Diovan 160 mg, Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;23.03.01;23.03.01;04.08.18
55743;4;Diovan 40 mg, Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;23.03.01;28.02.05;04.08.18
55743;5;Diovan 320 mg, Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;23.03.01;12.01.07;04.08.18
55744;1;Lyman 40'000 Mono, Spray;Drossapharm AG;Synthetika human;D;D;25.06.02;25.06.02;12.09.17
55745;1;Equimax ad us.vet., Paste;Virbac (Switzerland) AG;Tierarzneimittel;A;A;18.01.02;18.01.02;23.01.17
55746;1;Acidum Folicum Hänseler 5 mg, Tabletten;Hänseler AG;Synthetika human;B;B;10.11.00;10.11.00;10.12.18
55754;1;Xyzal, Filmtabletten mit Bruchrille;UCB-Pharma SA;Synthetika human;B;B;26.09.01;26.09.01;25.03.17
55755;2;Calcium D3 Sandoz 1200/800, Brausetabletten mit Orangenaroma;Sandoz Pharmaceuticals AG;Synthetika human;D;D;30.04.03;15.08.07;29.04.18
55755;3;Calcium D3 Sandoz 600/400, Brausetabletten mit Orangenaroma;Sandoz Pharmaceuticals AG;Synthetika human;D;D;30.04.03;15.08.07;29.04.18
55757;2;Insulin NovoNordisk NovoMix 30 FlexPen, Injektionssuspension;Novo Nordisk Pharma AG;Biotechnologika;B;B;18.12.00;26.03.09;05.10.16
55758;1;18F-FDG-FR, Injektionslösung;Posimed Radiopharm AG;Radiopharmazeutika;A;A;04.02.02;04.02.02;11.12.17
55760;1;Calcium D3 Sandoz 500/440, Kautabletten mit Aprikosenaroma;Sandoz Pharmaceuticals AG;Synthetika human;D;D;20.09.01;20.09.01;29.01.17
55760;2;Calcium D3 Sandoz 500/440, Kautabletten mit Orangenaroma;Sandoz Pharmaceuticals AG;Synthetika human;D;D;20.09.01;30.04.03;29.01.17
55761;1;Vitacal, Sachets;Pro Farma AG;Synthetika human;D;D;25.09.01;25.09.01;18.12.18
55762;1;Otomax ad us.vet., Ohrentropfen;MSD Animal Health GmbH;Tierarzneimittel;A;A;19.03.02;19.03.02;31.12.17
55763;1;Menopur, Injektionspräparat;Ferring AG;Biotechnologika;A;A;10.01.03;10.01.03;19.12.17
55766;1;Algifor-L 200, comprimés filmés;Vifor Consumer Health SA;Synthetika human;D;D;22.11.01;22.11.01;25.07.16
55766;2;Algifor-L forte 400, comprimés filmés;Vifor Consumer Health SA;Synthetika human;D;D;22.11.01;30.12.03;25.07.16
55767;1;Bovisan D5, homöopathische Kapseln;ebi-pharm ag;Homöopathika;B;B;19.12.02;19.12.02;21.11.17
55774;1;Replagal Durchstechflasche à 3.5 mL, Infusionskonzentrat;DRAC AG;Biotechnologika;A;A;28.12.01;28.12.01;17.12.21
55775;1;Lamisil Pedisan, Crème;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;D;D;29.05.01;29.05.01;14.09.16
55776;1;Lamisil Pedisan, Spray;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;D;D;29.05.01;29.05.01;14.09.16
55777;1;Lamisil Pedisan DermGel, Gel;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;D;D;29.05.01;29.05.01;14.09.16
55778;1;Morga Roter Ginseng, Kapseln;Morga AG;Phytotherapeutika;D;D;10.10.02;10.10.02;09.10.17
55779;1;Stocrin, Lösung zum Einnehmen;MSD Merck Sharp & Dohme AG;Synthetika human;A;A;19.07.01;19.07.01;13.03.17
55781;1;Multibic 2 mmol/l Kalium, Hämofiltrationslösung;Fresenius Medical Care (Schweiz) AG;Synthetika human;B;B;21.12.01;21.12.01;13.09.16
55781;2;Multibic 3 mmol/l Kalium, Hämofiltrationslösung;Fresenius Medical Care (Schweiz) AG;Synthetika human;B;B;21.12.01;18.06.03;13.09.16
55781;3;Multibic 4 mmol/l Kalium, Hämofiltrationslösung;Fresenius Medical Care (Schweiz) AG;Synthetika human;B;B;21.12.01;18.06.03;13.09.16
55781;4;Multibic Kaliumfrei, Hämofiltrationslösung;Fresenius Medical Care (Schweiz) AG;Synthetika human;B;B;21.12.01;21.12.01;13.09.16
55783;1;Teveten plus, Filmtabletten;BGP Products GmbH;Synthetika human;B;B;07.06.02;07.06.02;20.06.17
55784;1;Skinoren, Gel;Bayer (Schweiz) AG;Synthetika human;B;B;06.08.01;06.08.01;27.07.21
55786;1;Baldriparan für die Nacht/pour la nuit, Dragées;Pfizer AG;Phytotherapeutika;D;D;15.06.01;15.06.01;04.05.21
55787;1;Similasan Arnica plus Spray, Spray zur Anwendung auf der Haut;Similasan AG;Homöopathika;D;D;09.08.01;09.08.01;25.09.17
55788;1;Timo-COMOD 0,25 %, Augentropfen;Ursapharm Schweiz GmbH;Synthetika human;B;B;24.05.02;24.05.02;07.05.17
55788;2;Timo-COMOD 0,5 %, Augentropfen;Ursapharm Schweiz GmbH;Synthetika human;B;B;24.05.02;24.05.02;07.05.17
55789;1;Fasturtec 1.5 mg / 1 ml, préparation injectable;Sanofi-Aventis (Suisse) SA;Biotechnologika;A;A;05.04.02;05.04.02;05.04.17
55789;2;Fasturtec 7.5 mg / 5 ml, préparation injectable;Sanofi-Aventis (Suisse) SA;Biotechnologika;A;A;05.04.02;15.04.03;05.04.17
55800;1;Daivobet, Salbe;Leo Pharmaceutical Products Sarath Ltd;Synthetika human;B;B;18.03.02;18.03.02;08.03.17
55804;1;Rapamune 1 mg, überzogene Tabletten;Pfizer AG;Biotechnologika;B;B;14.12.01;14.12.01;18.06.21
55804;2;Rapamune 2 mg, überzogene Tabletten;Pfizer AG;Biotechnologika;B;B;14.12.01;27.11.03;18.06.21
55804;3;Rapamune 0.5 mg, überzogene Tabletten;Pfizer AG;Biotechnologika;B;B;14.12.01;15.02.11;18.06.21
55807;1;Glivec 50 mg, Kapseln;Novartis Pharma Schweiz AG;Synthetika human;B;B;21.06.01;21.06.01;07.06.17
55807;2;Glivec 100 mg, Kapseln;Novartis Pharma Schweiz AG;Synthetika human;B;B;21.06.01;21.06.01;07.06.17
55810;1;Tramacet, Filmtabletten;Janssen-Cilag AG;Synthetika human;A;A;18.09.02;18.09.02;01.10.17
55811;1;Zaldiar, Filmtabletten;Grünenthal Pharma AG;Synthetika human;A;A;18.09.02;18.09.02;01.10.17
55812;1;Curatoderm, Lotion;Almirall AG;Synthetika human;B;B;04.10.02;04.10.02;17.06.17
55815;1;Esconarkon ad us.vet., Injektionslösung;Streuli Pharma AG;Tierarzneimittel;B;B;08.11.01;08.11.01;16.07.18
55817;1;Venutabs, Filmtabletten;Lubapharm AG;Synthetika human;D;D;07.03.01;07.03.01;10.08.19
55818;1;Benylin mit Codein N, Hustensirup;Janssen-Cilag AG;Synthetika human;C;C;18.10.01;18.10.01;06.09.17
55823;1;Cefuroxim Sandoz 750 mg i.v., Trockensubstanz;Sandoz Pharmaceuticals AG;Synthetika human;A;A;05.02.03;05.02.03;13.12.17
55823;2;Cefuroxim Sandoz 1,5 g i.v., Trockensubstanz;Sandoz Pharmaceuticals AG;Synthetika human;A;A;05.02.03;05.02.03;13.12.17
55824;1;Cephoral 400 DT, dispergierbare Tabletten;Astellas Pharma AG;Synthetika human;A;A;09.12.02;09.12.02;08.11.17
55828;3;Ebixa 15 mg, Filmtabletten;Lundbeck (Schweiz) AG;Synthetika human;B;B;28.10.03;29.03.10;27.10.18
55828;4;Ebixa 20 mg, Filmtabletten;Lundbeck (Schweiz) AG;Synthetika human;B;B;28.10.03;29.03.10;27.10.18
55828;5;Ebixa 10 mg, Filmtabletten;Lundbeck (Schweiz) AG;Synthetika human;B;B;28.10.03;10.04.12;27.10.18
55828;6;Ebixa 5 mg, Filmtabletten;Lundbeck (Schweiz) AG;Synthetika human;B;B;28.10.03;10.04.12;27.10.18
55829;1;Ebixa, Tropflösung;Lundbeck (Schweiz) AG;Synthetika human;B;B;28.10.03;28.10.03;27.10.18
55829;2;Ebixa, Tropfen zum Einnehmen, Lösung;Lundbeck (Schweiz) AG;Synthetika human;B;B;28.10.03;04.11.10;27.10.18
55830;1;Zurcal i.v., Lyophilisat;Takeda Pharma AG;Synthetika human;B;B;20.12.00;20.12.00;05.12.20
55832;1;Kernosan Massageöl;E. Kern AG, pharmazeutische Kräuterspezialitäten;Synthetika human;D;D;13.08.02;13.08.02;08.08.17
55833;1;Künzle Frauentee-N, geschnittene Drogen;Kräuterpfarrer Künzle AG;Phytotherapeutika;D;D;01.03.02;01.03.02;20.02.17
55834;1;Pentasa, Suppositorien;Ferring AG;Synthetika human;B;B;18.03.03;18.03.03;17.03.18
55835;1;Trimipramin Sandoz 25, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;22.04.04;22.04.04;21.04.19
55835;2;Trimipramin Sandoz 100, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;22.04.04;22.04.04;21.04.19
55839;1;Arnigel Boiron, gel homéopathique;Boiron SA;Homöopathika;D;D;10.04.03;10.04.03;27.02.18
55841;1;Tracleer 62,5 mg, Filmtabletten;Actelion Pharmaceuticals Ltd;Synthetika human;B;B;28.02.02;28.02.02;07.11.17
55841;2;Tracleer 125 mg, Filmtabletten;Actelion Pharmaceuticals Ltd;Synthetika human;B;B;28.02.02;28.02.02;07.11.17
55846;1;Voltaren Dolo, Emulgel;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;D;D;29.04.02;29.04.02;24.04.17
55847;1;Protopic 0,03 %, Salbe;Astellas Pharma AG;Synthetika human;B;B;12.12.01;12.12.01;21.09.16
55847;2;Protopic 0,1 %, Salbe;Astellas Pharma AG;Synthetika human;B;B;12.12.01;12.12.01;21.09.16
55848;1;Voltaren Dolo, Emulgel Dispenser;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;D;D;29.04.02;29.04.02;24.04.17
55851;2;Linomed, Granulat;Bioforce AG;Phytotherapeutika;B/D;B/D;11.07.01;08.04.11;21.07.19
55854;1;Incontex ad us.vet., Sirup;Dr. E. Gräub AG;Tierarzneimittel;B;B;02.05.01;02.05.01;17.01.17
55855;1;Spiriva 18 mcg, Kapseln zur Inhalation;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;B;B;16.12.02;16.12.02;15.08.17
55856;1;Rebetol, Kapseln;MSD Merck Sharp & Dohme AG;Synthetika human;A;A;12.09.01;12.09.01;01.11.16
55862;1;Duraphat, Suspension;GABA Schweiz AG;Synthetika human;B;B;31.07.03;31.07.03;30.07.18
55863;1;Pulmofor Hot, granulé;Vifor Consumer Health SA;Synthetika human;C;C;02.05.02;02.05.02;25.02.17
55864;1;Voltaren Ophtha CD, Augentropfen;Alcon Switzerland SA;Synthetika human;B;B;15.05.02;15.05.02;10.05.17
55871;1;Metformin Streuli 500, Filmtabletten;Streuli Pharma AG;Synthetika human;B;B;20.12.01;20.12.01;22.04.17
55871;2;Metformin Streuli 850, Filmtabletten;Streuli Pharma AG;Synthetika human;B;B;20.12.01;20.12.01;22.04.17
55871;3;Metformin Streuli 1000, Filmtabletten;Streuli Pharma AG;Synthetika human;B;B;20.12.01;11.04.07;22.04.17
55873;1;Tretinac 10 mg, Kapseln;Pro Farma AG;Synthetika human;A;A;05.11.02;05.11.02;19.07.17
55873;2;Tretinac 20 mg, Kapseln;Pro Farma AG;Synthetika human;A;A;05.11.02;05.11.02;19.07.17
55873;3;Tretinac 5 mg, Kapseln;Pro Farma AG;Synthetika human;A;A;05.11.02;20.12.07;19.07.17
55875;1;Venoruton 500, Brausetabletten;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;D;D;26.06.02;26.06.02;10.02.18
55875;2;Venoruton 1000, Brausetabletten;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;D;D;26.06.02;26.06.02;10.02.18
55876;1;Tramadol Sandoz, Tropfen;Sandoz Pharmaceuticals AG;Synthetika human;A;A;19.06.03;19.06.03;18.06.18
55877;1;A. Vogel Husten Sirup, Sirup;Bioforce AG;Phytotherapeutika;E;E;04.09.02;04.09.02;14.06.17
55881;2;Proactive ad us.vet., Zitzendesinfektionsmittel;DeLaval AG;Tierarzneimittel;E;E;12.07.02;25.05.07;31.12.17
55887;1;Belara, Filmtabletten;Gedeon Richter (Schweiz) AG;Synthetika human;B;B;30.08.02;30.08.02;30.07.17
55891;1;Insulin NovoNordisk Insulatard HM FlexPen, Injektionssuspension;Novo Nordisk Pharma AG;Biotechnologika;B;B;02.08.01;02.08.01;05.06.17
55895;1;Tonopan, Filmtabletten;NOVARTIS CONSUMER HEALTH SCHWEIZ AG;Synthetika human;C;C;31.07.02;31.07.02;28.06.17
55897;1;Kafa, flashtabs;Vifor Consumer Health SA;Synthetika human;D;D;08.11.01;08.11.01;15.11.16
55898;1;Allergo-COMOD, Nasen-Dosierspray;Ursapharm Schweiz GmbH;Synthetika human;C;C;18.09.01;18.09.01;15.07.17
55901;1;Salagen, Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;19.02.04;19.02.04;18.02.19
55902;1;Invanz, Lyophilisat;MSD Merck Sharp & Dohme AG;Synthetika human;A;A;19.06.03;19.06.03;18.06.18
55905;1;Valcyte, Filmtabletten;Roche Pharma (Schweiz) AG;Synthetika human;A;A;27.12.01;27.12.01;04.03.17
55907;1;Olmetec 10 mg, Filmtabletten;Daiichi Sankyo (Schweiz) AG;Synthetika human;B;B;15.04.05;15.04.05;14.04.20
55907;2;Olmetec 20 mg, Filmtabletten;Daiichi Sankyo (Schweiz) AG;Synthetika human;B;B;15.04.05;15.04.05;14.04.20
55907;3;Olmetec 40 mg, Filmtabletten;Daiichi Sankyo (Schweiz) AG;Synthetika human;B;B;15.04.05;15.04.05;14.04.20
55910;3;Travatan 40 µg, Augentropfen;Alcon Switzerland SA;Synthetika human;B;B;22.05.02;23.02.11;10.05.17
55918;1;Lumigan 0.3 mg/ml, Augentropfen;Allergan AG;Synthetika human;B;B;31.05.02;31.05.02;20.05.17
55918;2;Lumigan, 0.1 mg/ml, Augentropfen;Allergan AG;Synthetika human;B;B;31.05.02;09.02.10;20.05.17
55919;1;Fluomizin, Vaginaltabletten;Medinova AG;Synthetika human;B;B;13.03.02;13.03.02;30.05.17
55921;1;Cardiplant 450, Filmtabletten;Schwabe Pharma AG;Phytotherapeutika;D;D;18.10.02;18.10.02;15.10.17
55922;1;Ciprofloxacin Spirig HC 250, Filmtabletten;Spirig HealthCare AG;Synthetika human;A;A;06.12.01;06.12.01;24.04.17
55922;2;Ciprofloxacin Spirig HC 500, Filmtabletten;Spirig HealthCare AG;Synthetika human;A;A;06.12.01;06.12.01;24.04.17
55922;3;Ciprofloxacin Spirig HC 750, Filmtabletten;Spirig HealthCare AG;Synthetika human;A;A;06.12.01;06.12.01;24.04.17
55923;1;Advil 200 Liqua, Weichkapseln;Pfizer AG;Synthetika human;D;D;02.03.04;02.03.04;01.03.19
55926;1;Inflamac 25 rapid, Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;21.06.04;21.06.04;20.06.19
55926;2;Inflamac 50 rapid, Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;21.06.04;21.06.04;20.06.19
55928;1;GeloDurat, Kapseln;Gebro Pharma AG;Phytotherapeutika;C;C;24.11.03;24.11.03;23.11.18
55931;1;Ritalin LA 20 mg, Kapseln;Novartis Pharma Schweiz AG;Synthetika human;A;A;08.03.02;08.03.02;06.03.17
55931;2;Ritalin LA 30 mg, Kapseln;Novartis Pharma Schweiz AG;Synthetika human;A;A;08.03.02;08.03.02;06.03.17
55931;3;Ritalin LA 40 mg, Kapseln;Novartis Pharma Schweiz AG;Synthetika human;A;A;08.03.02;08.03.02;06.03.17
55931;4;Ritalin LA 10 mg, Kapseln;Novartis Pharma Schweiz AG;Synthetika human;A;A;08.03.02;24.04.09;06.03.17
55931;5;Ritalin LA 60 mg, Kapseln;Novartis Pharma Schweiz AG;Synthetika human;A;A;08.03.02;26.03.15;06.03.17
55932;1;Aesculaforce forte, Venen-Tabletten;Bioforce AG;Phytotherapeutika;D;D;04.08.04;04.08.04;03.08.19
55933;1;Ringer-Lactat + Glucose 5% Baxter, Infusionslösung;Baxter AG;Synthetika human;B;B;11.07.02;11.07.02;06.09.17
55935;1;Citalopram Sandoz 20, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;19.09.02;19.09.02;17.09.17
55935;2;Citalopram Sandoz 40, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;19.09.02;19.09.02;17.09.17
55937;1;Arixtra 2.5 mg/0.5 ml, Injektionslösung;Aspen Pharma Schweiz GmbH;Synthetika human;B;B;25.06.02;25.06.02;05.06.17
55937;2;Arixtra 1.5 mg/0.3 ml, Injektionslösung;Aspen Pharma Schweiz GmbH;Synthetika human;B;B;25.06.02;17.12.04;05.06.17
55937;3;Arixtra 5.0 mg/0.4 ml, Injektionslösung;Aspen Pharma Schweiz GmbH;Synthetika human;B;B;25.06.02;20.01.06;05.06.17
55937;4;Arixtra 7.5 mg/0.6 ml, Injektionslösung;Aspen Pharma Schweiz GmbH;Synthetika human;B;B;25.06.02;20.01.06;05.06.17
55937;5;Arixtra 10 mg/0.8 ml, Injektionslösung;Aspen Pharma Schweiz GmbH;Synthetika human;B;B;25.06.02;20.01.06;05.06.17
55938;1;Boldocynara, Tropfen;Bioforce AG;Phytotherapeutika;D;D;09.09.02;09.09.02;26.08.17
55942;1;Co-Epril, Tabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;25.06.02;25.06.02;24.06.17
55943;1;Atrovent N, Dosier-Aerosol;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;B;B;14.03.02;14.03.02;13.03.17
55945;1;Vfend 200 mg, Pulver zur Herstellung einer Infusionslösung;Pfizer AG;Synthetika human;A;A;29.10.02;29.10.02;25.06.17
55946;1;Vfend 50 mg, Filmtabletten;Pfizer AG;Synthetika human;A;A;29.10.02;29.10.02;25.06.17
55946;2;Vfend 200 mg, Filmtabletten;Pfizer AG;Synthetika human;A;A;29.10.02;29.10.02;25.06.17
55950;1;Calcitriol Salmon Pharma 0,25 ug, Kapseln;Salmon Pharma GmbH;Synthetika human;B;B;28.07.03;28.07.03;27.07.18
55950;2;Calcitriol Salmon Pharma 0,5 ug, Kapseln;Salmon Pharma GmbH;Synthetika human;B;B;28.07.03;28.07.03;27.07.18
55951;1;Salofalk 500 mg, Granulat;Vifor SA;Synthetika human;B;B;18.09.03;18.09.03;17.09.18
55951;2;Salofalk 1000 mg, Granulat;Vifor SA;Synthetika human;B;B;18.09.03;18.09.03;17.09.18
55951;3;Salofalk 1.5 g, Granulat;Vifor SA;Synthetika human;B;B;18.09.03;22.10.09;17.09.18
55951;4;Salofalk 3 g, Granulat;Vifor SA;Synthetika human;B;B;18.09.03;18.09.12;17.09.18
55955;1;Vistabel, Pulver zur Herstellung einer Injektionslösung;Allergan AG;Biotechnologika;A;A;15.10.02;15.10.02;24.09.17
55958;2;Aerius, Lösung zum Einnehmen;MSD Merck Sharp & Dohme AG;Synthetika human;B;B;17.01.05;21.09.10;16.01.20
55959;1;Natu-Hepa 600, Dragées;Vita Health Care AG;Phytotherapeutika;D;D;04.10.02;04.10.02;07.08.17
55961;2;Cipralex 10 mg, Filmtabletten;Lundbeck (Schweiz) AG;Synthetika human;B;B;21.12.01;21.12.01;08.01.19
55961;4;Cipralex 20 mg, Filmtabletten;Lundbeck (Schweiz) AG;Synthetika human;B;B;21.12.01;21.12.01;08.01.19
55962;1;Corisol 3, Vaginaltabletten;Sandoz Pharmaceuticals AG;Synthetika human;C;C;20.06.03;20.06.03;19.06.18
55963;1;Sonotryl nouvelle formule, comprimés pelliculés;Vifor Consumer Health SA;Synthetika human;D;D;07.07.03;07.07.03;06.07.18
55965;1;Elidel 1 %, Crème;MEDA Pharma GmbH;Synthetika human;B;B;19.03.03;19.03.03;17.03.18
55966;1;Isola Capsicum N;IVF HARTMANN AG;Phytotherapeutika;D;D;30.04.03;30.04.03;29.04.18
55967;1;Isola Capsicum N Plus;IVF HARTMANN AG;Phytotherapeutika;D;D;30.04.03;30.04.03;29.04.18
55969;2;Atopica 25 ad us. vet., Kapseln;Novartis Tiergesundheit AG;Tierarzneimittel;B;B;05.04.02;05.04.02;31.12.17
55969;3;Atopica 50 ad us. vet., Kapseln;Novartis Tiergesundheit AG;Tierarzneimittel;B;B;05.04.02;05.04.02;31.12.17
55969;4;Atopica 100 ad us. vet., Kapseln;Novartis Tiergesundheit AG;Tierarzneimittel;B;B;05.04.02;05.04.02;31.12.17
55970;1;Micardis Plus 40/12,5 mg, Tabletten;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;B;B;30.08.02;30.08.02;23.07.17
55970;2;Micardis Plus 80/12,5 mg, Tabletten;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;B;B;30.08.02;30.08.02;23.07.17
55970;3;Micardis Plus 80/25 mg, Tabletten;Boehringer Ingelheim (Schweiz) GmbH;Synthetika human;B;B;30.08.02;06.03.08;23.07.17
55972;1;Isotretinoin-Mepha 10 mg, Solucaps;Mepha Pharma AG;Synthetika human;A;A;18.09.02;18.09.02;17.06.17
55972;2;Isotretinoin-Mepha 20 mg, Solucaps;Mepha Pharma AG;Synthetika human;A;A;18.09.02;18.09.02;17.06.17
55972;3;Isotretinoin-Mepha 40 mg, Solucaps;Mepha Pharma AG;Synthetika human;A;A;18.09.02;12.04.07;17.06.17
55973;1;Chinamed, Emulsion;Peterer Drogerie AG;Synthetika human;D;D;13.08.02;13.08.02;16.09.17
55974;2;Tesalin N, Filmtabletten;Zeller Medical AG;Phytotherapeutika;B;B;28.03.03;27.10.05;27.03.18
55976;1;Estradot 37.5, Transdermales Pflaster;Novartis Pharma Schweiz AG;Synthetika human;B;B;25.06.02;25.06.02;24.06.17
55976;2;Estradot 50, Transdermales Pflaster;Novartis Pharma Schweiz AG;Synthetika human;B;B;25.06.02;25.06.02;24.06.17
55976;3;Estradot 75, Transdermales Pflaster;Novartis Pharma Schweiz AG;Synthetika human;B;B;25.06.02;25.06.02;24.06.17
55976;4;Estradot 100, Transdermales Pflaster;Novartis Pharma Schweiz AG;Synthetika human;B;B;25.06.02;25.06.02;24.06.17
55976;5;Estradot 25, Transdermales Pflaster;Novartis Pharma Schweiz AG;Synthetika human;B;B;25.06.02;06.03.03;24.06.17
55977;1;Excenel RTU ad us. vet., Injektionssuspension;Zoetis Schweiz GmbH;Tierarzneimittel;A;A;27.03.03;27.03.03;31.12.18
55982;1;Ciloxan, Augensalbe;Alcon Switzerland SA;Synthetika human;A;A;25.03.03;25.03.03;24.03.18
